bag_id,animal_id,fold_id,seed,variant,true_label5,half,n_all_frames,n_good_frames,eligible,reference_pred_label5,pred_label5,angle,good_frame_ratio,prob_bcs2,prob_bcs3,prob_bcs4,prob_bcs5,prob_bcs6
BCS6__Cow_19_29,Cow_19,0,2026,V,4,first,30,26,1,4,4.0,171.93427721120312,0.8666666666666667,0.00038059454527683556,9.905410252031288e-07,0.016621865332126617,0.06630575656890869,0.9166907668113708
BCS6__Cow_19_29,Cow_19,0,2026,V,4,second,31,26,1,4,4.0,173.26976138784778,0.8387096774193549,0.0002755583846010268,5.254902362139546e-07,0.012594249099493027,0.05256569758057594,0.9345641136169434
BCS6__Cow_2_6006,Cow_2,0,2026,V,4,first,15,15,1,4,4.0,172.7417965819457,1.0,0.0002806952688843012,1.374938563003525e-07,0.0018476194236427546,0.006385887041687965,0.9914856553077698
BCS6__Cow_2_6006,Cow_2,0,2026,V,4,second,16,16,1,4,4.0,171.70556108359614,1.0,0.00029802159406244755,1.470677233328388e-07,0.001830696128308773,0.006192795466631651,0.9916783571243286
BCS6__Cow_32_34,Cow_32,0,2026,V,4,first,30,4,1,4,4.0,174.5194799413863,0.13333333333333333,0.0007206089794635773,1.1522113254613942e-06,0.004841648042201996,0.015390792861580849,0.9790458679199219
BCS6__Cow_32_34,Cow_32,0,2026,V,4,second,31,3,1,4,4.0,173.50613798901162,0.0967741935483871,0.0009343953570351005,1.6222280692090862e-06,0.004483985714614391,0.013122015632689,0.9814580082893372
BCS6__Cow_36,Cow_36,0,2026,V,4,first,22,18,1,4,4.0,171.97030707515705,0.8181818181818182,0.05499854311347008,3.2303938723998726e-07,0.005926966667175293,0.008385616354644299,0.9306885600090027
BCS6__Cow_36,Cow_36,0,2026,V,4,second,23,19,1,4,4.0,172.6305618731255,0.8260869565217391,0.05809161812067032,1.1819104202004382e-06,0.016588646918535233,0.022755922749638557,0.90256267786026
BCS6__Cow_36_1,Cow_36,0,2026,V,4,first,25,25,1,4,4.0,172.04149234605404,1.0,0.08117359131574631,0.00010345593909732997,0.16071318089962006,0.17918775975704193,0.5788218975067139
BCS6__Cow_36_1,Cow_36,0,2026,V,4,second,25,21,1,4,4.0,172.4849707664876,0.84,0.06078116223216057,8.076412632362917e-05,0.14203068614006042,0.16368639469146729,0.6334209442138672
BCS6__Cow_45_9025,Cow_45,0,2026,V,4,first,23,23,1,4,4.0,167.66243736780427,1.0,0.0004960126243531704,8.425594160144101e-07,0.006756221875548363,0.02389206737279892,0.9688548445701599
BCS6__Cow_45_9025,Cow_45,0,2026,V,4,second,23,8,1,4,4.0,171.78827310706663,0.34782608695652173,0.000338825979270041,3.111847490799846e-07,0.003762601176276803,0.0135527104139328,0.9823456406593323
BCS6__Cow_52_29,Cow_52,0,2026,V,4,first,30,24,1,4,4.0,173.87935522312824,0.8,0.0008101577986963093,1.5130775636862381e-06,0.0055610910058021545,0.01736566238105297,0.9762616157531738
BCS6__Cow_52_29,Cow_52,0,2026,V,4,second,31,31,1,4,4.0,172.58243313145888,1.0,0.0007036810275167227,9.889758985082153e-07,0.004070797003805637,0.01257849857211113,0.982646107673645
BCS6__Cow_7_9008,Cow_7,0,2026,V,4,first,30,13,1,4,4.0,168.7758933629712,0.43333333333333335,0.00040384632302448153,1.5642394828319084e-06,0.028515800833702087,0.11511257290840149,0.8559661507606506
BCS6__Cow_7_9008,Cow_7,0,2026,V,4,second,31,6,1,4,4.0,169.86008953251417,0.1935483870967742,0.0004976567579433322,1.0403792884972063e-06,0.010566995479166508,0.038421109318733215,0.9505132436752319
BCS2__Cow_11,Cow_11,1,2026,V,0,first,252,34,1,1,1.0,172.5556313138602,0.1349206349206349,0.22129704058170319,0.2477702647447586,0.21274013817310333,0.14424175024032593,0.17395079135894775
BCS2__Cow_11,Cow_11,1,2026,V,0,second,252,42,1,1,1.0,172.6013977091373,0.16666666666666666,0.22167116403579712,0.24855859577655792,0.21272754669189453,0.14399157464504242,0.17305107414722443
BCS2__Cow_11_1,Cow_11,1,2026,V,0,first,26,0,0,0,,,,,,,,
BCS2__Cow_11_1,Cow_11,1,2026,V,0,second,26,6,1,0,0.0,170.79467556249435,0.23076923076923078,0.3328874409198761,0.2590683400630951,0.1792830377817154,0.0997796282172203,0.12898150086402893
BCS2__Cow_11_2,Cow_11,1,2026,V,0,first,24,21,1,0,0.0,169.12516074311785,0.875,0.5022932887077332,0.19351796805858612,0.12246495485305786,0.07164285331964493,0.11008097976446152
BCS2__Cow_11_2,Cow_11,1,2026,V,0,second,25,19,1,0,0.0,171.19605184432032,0.76,0.45286086201667786,0.22291089594364166,0.137248232960701,0.07922706753015518,0.10775299370288849
BCS3__Cow_14,Cow_14,1,2026,V,1,first,8,3,1,2,2.0,162.50616462144322,0.375,0.16561898589134216,0.2251153290271759,0.23324505984783173,0.16980494558811188,0.20621570944786072
BCS3__Cow_14,Cow_14,1,2026,V,1,second,9,1,0,2,,,,,,,,
BCS3__Cow_14_0011,Cow_14,1,2026,V,1,first,3,2,0,0,,,,,,,,
BCS3__Cow_14_0011,Cow_14,1,2026,V,1,second,4,2,0,0,,,,,,,,
BCS3__Cow_6_103,Cow_6,1,2026,V,1,first,2,1,0,0,,,,,,,,
BCS3__Cow_6_103,Cow_6,1,2026,V,1,second,3,3,1,0,0.0,161.55790750344187,1.0,0.44335198402404785,0.23597274720668793,0.13817018270492554,0.08031783252954483,0.10218726843595505
BCS4__Cow_1,Cow_1,1,2026,V,2,first,9,4,1,2,2.0,173.04281162398252,0.4444444444444444,0.15751920640468597,0.2155042141675949,0.2378106564283371,0.17307904362678528,0.21608684957027435
BCS4__Cow_1,Cow_1,1,2026,V,2,second,10,5,1,2,2.0,174.1472652819167,0.5,0.15601356327533722,0.21587884426116943,0.23959600925445557,0.17236658930778503,0.21614494919776917
BCS4__Cow_26,Cow_26,1,2026,V,2,first,7,3,1,2,2.0,170.32351963776654,0.42857142857142855,0.16507390141487122,0.2233070433139801,0.23097385466098785,0.17071211338043213,0.20993301272392273
BCS4__Cow_26,Cow_26,1,2026,V,2,second,8,4,1,2,2.0,169.86020482669838,0.5,0.16465482115745544,0.22368983924388885,0.2316141277551651,0.17064864933490753,0.2093925029039383
BCS4__Cow_26_5051,Cow_26,1,2026,V,2,first,6,2,0,0,,,,,,,,
BCS4__Cow_26_5051,Cow_26,1,2026,V,2,second,6,3,1,0,0.0,166.41648456959476,0.5,0.5457600355148315,0.20990709960460663,0.10858594626188278,0.05678541213274002,0.07896152138710022
BCS4__Cow_27_9008,Cow_27,1,2026,V,2,first,3,2,0,0,,,,,,,,
BCS4__Cow_27_9008,Cow_27,1,2026,V,2,second,4,2,0,0,,,,,,,,
BCS4__Cow_29_7007,Cow_29,1,2026,V,2,first,2,2,0,0,,,,,,,,
BCS4__Cow_29_7007,Cow_29,1,2026,V,2,second,3,2,0,0,,,,,,,,
BCS4__Cow_33,Cow_33,1,2026,V,2,first,52,16,1,2,2.0,169.794811507377,0.3076923076923077,0.15575052797794342,0.21690110862255096,0.23787495493888855,0.17249330878257751,0.21698012948036194
BCS4__Cow_33,Cow_33,1,2026,V,2,second,53,5,1,2,2.0,169.01401861688544,0.09433962264150944,0.15179000794887543,0.21717028319835663,0.24115529656410217,0.17097972333431244,0.2189047485589981
BCS4__Cow_4,Cow_4,1,2026,V,2,first,2,2,0,2,,,,,,,,
BCS4__Cow_4,Cow_4,1,2026,V,2,second,2,2,0,2,,,,,,,,
BCS4__Cow_41,Cow_41,1,2026,V,2,first,30,3,1,2,2.0,173.58252888296627,0.1,0.15618056058883667,0.21928445994853973,0.2405996322631836,0.17010410130023956,0.21383129060268402
BCS4__Cow_41,Cow_41,1,2026,V,2,second,31,0,0,2,,,,,,,,
BCS4__Cow_48,Cow_48,1,2026,V,2,first,6,0,0,1,,,,,,,,
BCS4__Cow_48,Cow_48,1,2026,V,2,second,7,3,1,1,1.0,170.07276567517712,0.42857142857142855,0.22326987981796265,0.2584744989871979,0.2083379328250885,0.14080946147441864,0.16910818219184875
BCS4__Cow_4_1,Cow_4,1,2026,V,2,first,19,19,1,1,1.0,167.79957045946657,1.0,0.16764847934246063,0.23300686478614807,0.231999933719635,0.16308900713920593,0.20425567030906677
BCS4__Cow_4_1,Cow_4,1,2026,V,2,second,20,20,1,1,1.0,162.49650676010418,1.0,0.17318549752235413,0.23666919767856598,0.22928577661514282,0.16065071523189545,0.200208842754364
BCS4__Cow_6,Cow_6,1,2026,V,2,first,21,3,1,1,1.0,169.33535424534642,0.14285714285714285,0.1896272450685501,0.2302490919828415,0.21887771785259247,0.1662348210811615,0.19501110911369324
BCS4__Cow_6,Cow_6,1,2026,V,2,second,21,4,1,1,1.0,168.0633817100955,0.19047619047619047,0.17994193732738495,0.22484588623046875,0.22378893196582794,0.17056326568126678,0.20085996389389038
BCS5__Cow_12_NOTAG,Cow_12,1,2026,V,3,first,2,2,0,2,,,,,,,,
BCS5__Cow_12_NOTAG,Cow_12,1,2026,V,3,second,2,1,0,2,,,,,,,,
BCS5__Cow_13,Cow_13,1,2026,V,3,first,11,9,1,2,2.0,172.19697143162998,0.8181818181818182,0.16301290690898895,0.2257426232099533,0.23225802183151245,0.1690695434808731,0.20991693437099457
BCS5__Cow_13,Cow_13,1,2026,V,3,second,12,11,1,2,2.0,173.49780915168796,0.9166666666666666,0.16828998923301697,0.2295202612876892,0.23008887469768524,0.1666705459356308,0.20543037354946136
BCS5__Cow_13_8001,Cow_13,1,2026,V,3,first,2,1,0,0,,,,,,,,
BCS5__Cow_13_8001,Cow_13,1,2026,V,3,second,2,2,0,0,,,,,,,,
BCS5__Cow_1_27,Cow_1,1,2026,V,3,first,2,1,0,2,,,,,,,,
BCS5__Cow_1_27,Cow_1,1,2026,V,3,second,2,2,0,2,,,,,,,,
BCS5__Cow_27,Cow_27,1,2026,V,3,first,21,11,1,2,2.0,168.83613076599408,0.5238095238095238,0.17509400844573975,0.22593168914318085,0.2263149470090866,0.16799809038639069,0.2046612650156021
BCS5__Cow_27,Cow_27,1,2026,V,3,second,21,10,1,2,2.0,169.79075233536037,0.47619047619047616,0.16964736580848694,0.2242484986782074,0.22978748381137848,0.17045490443706512,0.20586177706718445
BCS5__Cow_29,Cow_29,1,2026,V,3,first,15,12,1,2,2.0,170.6798081627203,0.8,0.16044998168945312,0.22257289290428162,0.2338995784521103,0.16957835853099823,0.21349917352199554
BCS5__Cow_29,Cow_29,1,2026,V,3,second,15,13,1,2,2.0,171.21781445127687,0.8666666666666667,0.15784189105033875,0.22260484099388123,0.23626069724559784,0.1700259894132614,0.21326659619808197
BCS5__Cow_37,Cow_37,1,2026,V,3,first,14,13,1,2,2.0,171.7284788800338,0.9285714285714286,0.16145718097686768,0.22176596522331238,0.23293264210224152,0.17181290686130524,0.2120312750339508
BCS5__Cow_37,Cow_37,1,2026,V,3,second,14,13,1,2,2.0,171.82204303655806,0.9285714285714286,0.1594822257757187,0.2216532975435257,0.23461739718914032,0.17225702106952667,0.21199005842208862
BCS5__Cow_37_and_38,Cow_37,1,2026,V,3,first,12,3,1,2,2.0,170.93735033593998,0.25,0.15128378570079803,0.22133639454841614,0.2436348795890808,0.1672963798046112,0.216448575258255
BCS5__Cow_37_and_38,Cow_37,1,2026,V,3,second,12,0,0,2,,,,,,,,
BCS5__Cow_43,Cow_43,1,2026,V,3,first,19,18,1,2,2.0,170.47077476416072,0.9473684210526315,0.16129374504089355,0.22474941611289978,0.23402781784534454,0.1703757643699646,0.2095533311367035
BCS5__Cow_43,Cow_43,1,2026,V,3,second,19,19,1,2,2.0,168.14633581369202,1.0,0.1613447666168213,0.222633495926857,0.23350876569747925,0.17150571942329407,0.21100716292858124
BCS5__Cow_48_1018,Cow_48,1,2026,V,3,first,1,1,0,2,,,,,,,,
BCS5__Cow_48_1018,Cow_48,1,2026,V,3,second,2,2,0,2,,,,,,,,
BCS5__Cow_54,Cow_54,1,2026,V,3,first,3,3,1,1,2.0,170.27827530308326,1.0,0.15924005210399628,0.22416909039020538,0.23463669419288635,0.16930198669433594,0.21265216171741486
BCS5__Cow_54,Cow_54,1,2026,V,3,second,4,3,1,1,1.0,170.27605091057677,0.75,0.1719483584165573,0.23895971477031708,0.23168416321277618,0.15897156298160553,0.19843629002571106
BCS5__Cow_6_5051,Cow_6,1,2026,V,3,first,2,2,0,2,,,,,,,,
BCS5__Cow_6_5051,Cow_6,1,2026,V,3,second,3,1,0,2,,,,,,,,
BCS6__Cow_11_07,Cow_11,1,2026,V,4,first,20,12,1,4,4.0,172.86655597325085,0.6,0.1602541208267212,0.19719041883945465,0.2237953394651413,0.17541663348674774,0.24334341287612915
BCS6__Cow_11_07,Cow_11,1,2026,V,4,second,21,15,1,4,4.0,172.87282894786617,0.7142857142857143,0.16065675020217896,0.19288669526576996,0.22087842226028442,0.1751134693622589,0.25046467781066895
BCS6__Cow_12_2014,Cow_12,1,2026,V,4,first,24,19,1,0,0.0,172.3808842485783,0.7916666666666666,0.5314451456069946,0.1469186246395111,0.10557203739881516,0.06132560968399048,0.1547386199235916
BCS6__Cow_12_2014,Cow_12,1,2026,V,4,second,25,20,1,0,0.0,173.46500543816205,0.8,0.46995145082473755,0.17704036831855774,0.1271962970495224,0.07346675544977188,0.1523451805114746
BCS6__Cow_13_66,Cow_13,1,2026,V,4,first,23,5,1,4,4.0,172.0171087398665,0.21739130434782608,0.22390209138393402,0.19854086637496948,0.19785630702972412,0.14722314476966858,0.23247754573822021
BCS6__Cow_13_66,Cow_13,1,2026,V,4,second,23,15,1,4,4.0,169.6996595059602,0.6521739130434783,0.1924387514591217,0.19358234107494354,0.2070828229188919,0.1627485156059265,0.24414758384227753
BCS6__Cow_26_6,Cow_26,1,2026,V,4,first,30,1,0,4,,,,,,,,
BCS6__Cow_26_6,Cow_26,1,2026,V,4,second,31,8,1,4,4.0,172.82806196978373,0.25806451612903225,0.1716698557138443,0.19354137778282166,0.21475626528263092,0.17071150243282318,0.24932095408439636
BCS6__Cow_29_NOTAG,Cow_29,1,2026,V,4,first,23,16,1,4,4.0,169.1091775327788,0.6956521739130435,0.16024073958396912,0.18519805371761322,0.21540504693984985,0.16666561365127563,0.2724905014038086
BCS6__Cow_29_NOTAG,Cow_29,1,2026,V,4,second,23,18,1,4,4.0,170.85017686852498,0.782608695652174,0.16716444492340088,0.1863379180431366,0.21295498311519623,0.16641665995121002,0.2671259939670563
BCS6__Cow_35,Cow_35,1,2026,V,4,first,22,14,1,4,4.0,172.93680770114165,0.6363636363636364,0.16713237762451172,0.2028353065252304,0.22445343434810638,0.15694135427474976,0.24863745272159576
BCS6__Cow_35,Cow_35,1,2026,V,4,second,23,10,1,4,4.0,173.128046766217,0.43478260869565216,0.16453872621059418,0.2051914930343628,0.2271610051393509,0.15990155935287476,0.24320721626281738
BCS6__Cow_4_103,Cow_4,1,2026,V,4,first,30,22,1,4,4.0,170.59748584169137,0.7333333333333333,0.1714465469121933,0.18631887435913086,0.21223708987236023,0.17231036722660065,0.25768712162971497
BCS6__Cow_4_103,Cow_4,1,2026,V,4,second,31,25,1,4,4.0,173.1729468654868,0.8064516129032258,0.18155144155025482,0.1887204945087433,0.20887848734855652,0.16785627603530884,0.25299328565597534
BCS2__Cow_5_1,Cow_5,2,2026,V,0,first,23,8,1,4,4.0,171.41654572431042,0.34782608695652173,0.005748933646827936,0.0003062165924347937,0.007630897220224142,0.02053617313504219,0.9657778143882751
BCS2__Cow_5_1,Cow_5,2,2026,V,0,second,23,2,0,4,,,,,,,,
BCS3__Cow_20_0029,Cow_20,2,2026,V,1,first,2,2,0,3,,,,,,,,
BCS3__Cow_20_0029,Cow_20,2,2026,V,1,second,2,2,0,3,,,,,,,,
BCS3__Cow_22,Cow_22,2,2026,V,1,first,39,10,1,1,1.0,169.71626312395244,0.2564102564102564,0.0763140469789505,0.7560783624649048,0.13465560972690582,0.03081481344997883,0.002137197880074382
BCS3__Cow_22,Cow_22,2,2026,V,1,second,40,10,1,1,1.0,172.8720273076455,0.25,0.08496296405792236,0.7391178011894226,0.14140254259109497,0.03217620402574539,0.002340492559596896
BCS3__Cow_22_1,Cow_22,2,2026,V,1,first,3,2,0,1,,,,,,,,
BCS3__Cow_22_1,Cow_22,2,2026,V,1,second,4,4,1,1,1.0,171.09428579453942,1.0,0.0859575867652893,0.741155743598938,0.1370554119348526,0.03317490220069885,0.0026563468854874372
BCS4__Cow_10,Cow_10,2,2026,V,2,first,36,9,1,3,3.0,172.21630985676052,0.25,0.007456131745129824,0.05609877407550812,0.3255328834056854,0.5831459164619446,0.027766317129135132
BCS4__Cow_10,Cow_10,2,2026,V,2,second,36,32,1,3,3.0,167.3531618530045,0.8888888888888888,0.007120230235159397,0.06500270217657089,0.33563879132270813,0.568042516708374,0.02419571951031685
BCS4__Cow_10_2038,Cow_10,2,2026,V,2,first,2,2,0,2,,,,,,,,
BCS4__Cow_10_2038,Cow_10,2,2026,V,2,second,2,2,0,2,,,,,,,,
BCS4__Cow_22_6005,Cow_22,2,2026,V,2,first,2,2,0,3,,,,,,,,
BCS4__Cow_22_6005,Cow_22,2,2026,V,2,second,3,2,0,3,,,,,,,,
BCS4__Cow_30,Cow_30,2,2026,V,2,first,7,4,1,3,3.0,170.3642225349182,0.5714285714285714,0.008806091733276844,0.11888518929481506,0.3690015971660614,0.4848344027996063,0.01847272925078869
BCS4__Cow_30,Cow_30,2,2026,V,2,second,7,0,0,3,,,,,,,,
BCS4__Cow_42,Cow_42,2,2026,V,2,first,13,6,1,3,3.0,170.1643043577007,0.46153846153846156,0.0075319367460906506,0.01338719017803669,0.1964293271303177,0.6427218317985535,0.13992969691753387
BCS4__Cow_42,Cow_42,2,2026,V,2,second,14,5,1,3,3.0,168.7018330479923,0.35714285714285715,0.010033447295427322,0.024312280118465424,0.24179130792617798,0.629239022731781,0.09462393820285797
BCS4__Cow_47_1,Cow_47,2,2026,V,2,first,3,3,1,3,2.0,165.6616691349082,1.0,0.006090187001973391,0.23166759312152863,0.39288538694381714,0.36262887716293335,0.006727962754666805
BCS4__Cow_47_1,Cow_47,2,2026,V,2,second,4,4,1,3,3.0,167.72901295451248,1.0,0.004699298646301031,0.11282503604888916,0.37863093614578247,0.4934178590774536,0.010426824912428856
BCS4__Cow_49,Cow_49,2,2026,V,2,first,4,3,1,3,2.0,160.51190280932127,0.75,0.0059420564211905,0.22226963937282562,0.39194393157958984,0.3727269768714905,0.0071173920296132565
BCS4__Cow_49,Cow_49,2,2026,V,2,second,5,4,1,3,3.0,171.35377573323314,0.8,0.005420257803052664,0.12396623939275742,0.3799135088920593,0.47955766320228577,0.01114234235137701
BCS4__Cow_55,Cow_55,2,2026,V,2,first,2,2,0,3,,,,,,,,
BCS4__Cow_55,Cow_55,2,2026,V,2,second,3,2,0,3,,,,,,,,
BCS4__Cow_8,Cow_8,2,2026,V,2,first,19,16,1,3,3.0,169.33989342131102,0.8421052631578947,0.004670256283134222,0.04788188263773918,0.323575884103775,0.6036528944969177,0.020219115540385246
BCS4__Cow_8,Cow_8,2,2026,V,2,second,20,10,1,3,3.0,170.37019965622022,0.5,0.004878140985965729,0.04209829866886139,0.31288233399391174,0.6167010068893433,0.023440130054950714
BCS4__Cow_9,Cow_9,2,2026,V,2,first,13,10,1,3,3.0,165.60707693826612,0.7692307692307693,0.003659005044028163,0.10845248401165009,0.385064035654068,0.4946492910385132,0.008175205439329147
BCS4__Cow_9,Cow_9,2,2026,V,2,second,13,9,1,3,3.0,163.28626852803404,0.6923076923076923,0.0038660659920424223,0.09756237268447876,0.3777901530265808,0.5113543272018433,0.009427102282643318
BCS5__Cow_10_0029,Cow_10,2,2026,V,3,first,3,2,0,3,,,,,,,,
BCS5__Cow_10_0029,Cow_10,2,2026,V,3,second,4,3,1,3,3.0,171.90375742110592,0.75,0.005285796709358692,0.034788116812705994,0.2900238335132599,0.6387917399406433,0.031110482290387154
BCS5__Cow_24,Cow_24,2,2026,V,3,first,12,6,1,3,3.0,171.30001837958278,0.5,0.007862172089517117,0.05714847147464752,0.32242774963378906,0.5820338129997253,0.030527744442224503
BCS5__Cow_24,Cow_24,2,2026,V,3,second,13,6,1,3,3.0,171.616904682423,0.46153846153846156,0.007487677037715912,0.05340443179011345,0.3184954822063446,0.5898696184158325,0.03074275329709053
BCS5__Cow_24_7022,Cow_24,2,2026,V,3,first,2,2,0,3,,,,,,,,
BCS5__Cow_24_7022,Cow_24,2,2026,V,3,second,2,1,0,3,,,,,,,,
BCS5__Cow_28,Cow_28,2,2026,V,3,first,15,14,1,3,3.0,170.49482846285264,0.9333333333333333,0.0035238813143223524,0.04625824838876724,0.3280830681324005,0.6063905358314514,0.01574426330626011
BCS5__Cow_28,Cow_28,2,2026,V,3,second,15,14,1,3,3.0,169.84204428054258,0.9333333333333333,0.003374621504917741,0.03851361200213432,0.31587541103363037,0.6248852014541626,0.017351187765598297
BCS5__Cow_28_4024,Cow_28,2,2026,V,3,first,3,2,0,2,,,,,,,,
BCS5__Cow_28_4024,Cow_28,2,2026,V,3,second,3,1,0,2,,,,,,,,
BCS5__Cow_3,Cow_3,2,2026,V,3,first,9,7,1,0,0.0,170.79992864517618,0.7777777777777778,0.49454402923583984,0.2912242114543915,0.16797634959220886,0.03606732189655304,0.010188108310103416
BCS5__Cow_3,Cow_3,2,2026,V,3,second,10,3,1,0,0.0,172.37723937450326,0.3,0.4005568027496338,0.3777395784854889,0.17423439025878906,0.038736455142498016,0.008732840418815613
BCS5__Cow_30_30,Cow_30,2,2026,V,3,first,3,2,0,3,,,,,,,,
BCS5__Cow_30_30,Cow_30,2,2026,V,3,second,4,4,1,3,3.0,172.5049835085633,1.0,0.00675383023917675,0.06477759033441544,0.3278719484806061,0.5757763981819153,0.024820294231176376
BCS5__Cow_34,Cow_34,2,2026,V,3,first,20,7,1,2,2.0,171.20187503860788,0.35,0.23629246652126312,0.1821083128452301,0.34093958139419556,0.1845671385526657,0.05609248951077461
BCS5__Cow_34,Cow_34,2,2026,V,3,second,20,2,0,2,,,,,,,,
BCS5__Cow_34_1,Cow_34,2,2026,V,3,first,9,4,1,3,3.0,164.49300765045263,0.4444444444444444,0.018258152529597282,0.059569165110588074,0.3298220634460449,0.53267902135849,0.059671610593795776
BCS5__Cow_34_1,Cow_34,2,2026,V,3,second,9,0,0,3,,,,,,,,
BCS5__Cow_50,Cow_50,2,2026,V,3,first,19,19,1,3,3.0,173.00417166918672,1.0,0.010734688490629196,0.11465878784656525,0.36125272512435913,0.490346223115921,0.023007482290267944
BCS5__Cow_50,Cow_50,2,2026,V,3,second,20,20,1,3,3.0,173.47441765066134,1.0,0.011321356520056725,0.12213665246963501,0.36366528272628784,0.47991758584976196,0.022959202527999878
BCS5__Cow_50_49,Cow_50,2,2026,V,3,first,1,1,0,3,,,,,,,,
BCS5__Cow_50_49,Cow_50,2,2026,V,3,second,2,2,0,3,,,,,,,,
BCS5__Cow_8_NOTAG,Cow_8,2,2026,V,3,first,3,2,0,3,,,,,,,,
BCS5__Cow_8_NOTAG,Cow_8,2,2026,V,3,second,4,2,0,3,,,,,,,,
BCS6__Cow_18,Cow_18,2,2026,V,4,first,23,14,1,4,4.0,168.67690559642762,0.6086956521739131,0.03433218598365784,0.006550369784235954,0.06406509131193161,0.11043091863393784,0.7846214175224304
BCS6__Cow_18,Cow_18,2,2026,V,4,second,23,19,1,4,4.0,171.81580331821024,0.8260869565217391,0.0271617341786623,0.0030120653100311756,0.03444067761301994,0.062079861760139465,0.87330561876297
BCS6__Cow_18_32,Cow_18,2,2026,V,4,first,28,22,1,4,4.0,172.5739879869971,0.7857142857142857,0.00468387920409441,0.0006804385920986533,0.014845676720142365,0.05847717449069023,0.9213127493858337
BCS6__Cow_18_32,Cow_18,2,2026,V,4,second,29,24,1,4,4.0,173.69566006487963,0.8275862068965517,0.004261824302375317,0.0005074452492408454,0.01138846855610609,0.04372571036219597,0.9401165246963501
BCS6__Cow_24_08,Cow_24,2,2026,V,4,first,15,6,1,4,4.0,173.43962274306995,0.4,0.03553181141614914,0.004120498429983854,0.03895479068160057,0.06699810177087784,0.854394793510437
BCS6__Cow_24_08,Cow_24,2,2026,V,4,second,16,16,1,4,4.0,173.7365540074403,1.0,0.03637520968914032,0.005545785650610924,0.04818036034703255,0.08515740185976028,0.8247412443161011
BCS6__Cow_28_3083,Cow_28,2,2026,V,4,first,23,15,1,4,4.0,172.54620092302903,0.6521739130434783,0.005050691310316324,0.0005508927279151976,0.011145412921905518,0.03946347534656525,0.943789541721344
BCS6__Cow_28_3083,Cow_28,2,2026,V,4,second,23,3,1,4,4.0,173.9377670211239,0.13043478260869565,0.002875019796192646,0.00014551749336533248,0.003923620097339153,0.013105896301567554,0.979949951171875
BCS6__Cow_3_25,Cow_3,2,2026,V,4,first,23,2,0,4,,,,,,,,
BCS6__Cow_3_25,Cow_3,2,2026,V,4,second,23,20,1,4,4.0,173.52042940500343,0.8695652173913043,0.00798130501061678,0.0006935253622941673,0.010340945795178413,0.027660878375172615,0.9533233642578125
BCS6__Cow_47_68,Cow_47,2,2026,V,4,first,15,15,1,4,4.0,170.71022282165904,1.0,0.003855176502838731,0.00018081284360960126,0.004306545481085777,0.01269090361893177,0.9789665937423706
BCS6__Cow_47_68,Cow_47,2,2026,V,4,second,16,16,1,4,4.0,171.90265154411452,1.0,0.0030958165880292654,0.00012501032324507833,0.003382164752110839,0.01021531317383051,0.9831816554069519
BCS6__Cow_9_1044,Cow_9,2,2026,V,4,first,23,19,1,4,4.0,167.41661613531923,0.8260869565217391,0.00453580217435956,0.0006814413936808705,0.015549269504845142,0.06263807415962219,0.9165953993797302
BCS6__Cow_9_1044,Cow_9,2,2026,V,4,second,23,17,1,4,4.0,167.85517199648052,0.7391304347826086,0.003411661833524704,0.0002798890054691583,0.006975434720516205,0.02587749809026718,0.9634554386138916
BCS2__Cow_21_8029,Cow_21,0,2027,V,0,first,30,15,1,4,4.0,164.0653610753726,0.5,0.037235524505376816,2.8149270292487927e-05,0.005640505813062191,0.012708095833659172,0.9443877339363098
BCS2__Cow_21_8029,Cow_21,0,2027,V,0,second,31,2,0,4,,,,,,,,
BCS3__Cow_16,Cow_16,0,2027,V,1,first,22,7,1,3,3.0,165.77273861474427,0.3181818181818182,6.005828981869854e-05,0.0035250044893473387,0.4032835364341736,0.5913090109825134,0.0018224517116323113
BCS3__Cow_16,Cow_16,0,2027,V,1,second,22,13,1,3,3.0,163.54724035520573,0.5909090909090909,4.42678174294997e-05,0.002546782372519374,0.3846646547317505,0.6110619902610779,0.0016822757897898555
BCS3__Cow_16_1004,Cow_16,0,2027,V,1,first,2,1,0,2,,,,,,,,
BCS3__Cow_16_1004,Cow_16,0,2027,V,1,second,2,2,0,2,,,,,,,,
BCS3__Cow_25_66,Cow_25,0,2027,V,1,first,2,2,0,3,,,,,,,,
BCS3__Cow_25_66,Cow_25,0,2027,V,1,second,3,1,0,3,,,,,,,,
BCS3__Cow_2_1015,Cow_2,0,2027,V,1,first,2,2,0,3,,,,,,,,
BCS3__Cow_2_1015,Cow_2,0,2027,V,1,second,3,2,0,3,,,,,,,,
BCS3__Cow_46,Cow_46,0,2027,V,1,first,30,16,1,2,2.0,166.20161861967796,0.5333333333333333,0.0016745266038924456,0.11225596815347672,0.567639946937561,0.3163444995880127,0.0020850675646215677
BCS3__Cow_46,Cow_46,0,2027,V,1,second,30,1,0,2,,,,,,,,
BCS3__Cow_46_1,Cow_46,0,2027,V,1,first,19,9,1,1,1.0,162.44824920426407,0.47368421052631576,0.012238845229148865,0.8176406025886536,0.10382770746946335,0.06596797704696655,0.0003249100118409842
BCS3__Cow_46_1,Cow_46,0,2027,V,1,second,20,0,0,1,,,,,,,,
BCS3__Cow_46_2,Cow_46,0,2027,V,1,first,3,2,0,1,,,,,,,,
